City,Lat,Lon,AQI,PM2.5,PM10
Hyderabad,17.385,78.4867,0.0,0.0,0.0
Mumbai,19.076,72.8777,0.0,0.14977404777275663,0.19410211267605634
Delhi,28.7041,77.1025,1.0,1.0,1.0
Bengaluru,12.9716,77.5946,0.0,0.016139444803098785,0.05985915492957747
Chennai,13.0827,80.2707,0.0,0.4467398321497741,0.3802816901408451
